"Date","Time","Group","Intertidal zone","Tape point","Quarter","Distance from point","Height","Circumference","Stem","Leaf","Bud 1 Live","Bud 2 Live","Bud 3 Live","Leaf distorted","Percent of leaf missing","Number of Mines","Number of Galls","Longitude","Latitude","Location notes"
"28/06/2014","11:09:23 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 6",1,0,0,1,0.1,8,0,152.9897192,-25.44766199,NA
"28/06/2014","12:46:39 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 1",0,0,0,1,0.2,8,0,152.9897192,-25.44766199,NA
"28/06/2014","12:47:08 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 2",0,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:47:14 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 3",0,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:47:21 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 4",0,0,0,0,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:47:34 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 5",0,0,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:47:46 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 1","Leaf 6",0,0,0,1,0.1,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:48:14 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 1",0,0,0,1,0.15,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:48:38 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 2",0,0,0,1,0.5,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:48:54 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 3",0,0,0,1,0.15,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:49:05 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 3",0,0,0,1,0.2,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:49:22 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 4",0,0,0,1,0.35,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:49:36 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 5",0,0,0,1,0.4,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:49:59 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 2","Leaf 6",0,0,0,0,0.1,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:50:25 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 1",1,0,0,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:50:31 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 2",1,0,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:50:51 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 3",1,0,0,1,0,0,1,152.9897192,-25.44766199,NA
"28/06/2014","12:51:11 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 4",1,0,0,0,0.05,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:51:20 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 5",1,0,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:51:43 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 3","Leaf 6",1,0,0,1,0.7,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:52:10 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 1",1,0,0,0,0.03,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:52:24 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 2",1,0,0,1,0.05,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:52:54 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 3",1,0,0,0,0.7,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:53:24 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 4",1,0,0,1,0.65,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:53:39 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 5",1,0,0,1,0,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:53:50 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 4","Leaf 6",1,0,0,1,0.35,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:54:21 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 1",1,1,0,0,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:54:29 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 2",1,1,0,1,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:54:40 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 3",1,1,0,1,0.15,13,0,152.9897192,-25.44766199,NA
"28/06/2014","12:54:51 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 4",1,1,0,1,0.15,7,0,152.9897192,-25.44766199,NA
"28/06/2014","12:55:02 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 5",1,1,0,1,0.5,8,0,152.9897192,-25.44766199,NA
"28/06/2014","12:55:12 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 5","Leaf 6",1,1,0,1,0.05,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:55:33 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 2",1,1,0,1,0.05,7,0,152.9897192,-25.44766199,NA
"28/06/2014","12:55:49 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 2",1,1,0,1,0.05,3,6,152.9897192,-25.44766199,NA
"28/06/2014","12:55:58 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 3",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:56:05 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 5",1,1,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:56:17 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 5",1,1,0,1,0.1,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:56:33 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 6","Leaf 6",1,1,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:03 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 1",1,1,1,1,0.03,8,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:13 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 2",1,1,1,1,0.3,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:23 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 3",1,1,1,0,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:34 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 4",1,1,1,0,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:45 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 5",1,1,1,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:57:55 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 7","Leaf 6",1,1,1,0,0.1,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:58:25 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 1",1,1,0,1,0.2,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:58:40 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 2",1,1,0,1,0.05,9,0,152.9897192,-25.44766199,NA
"28/06/2014","12:58:53 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 3",1,1,0,1,0.4,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:59:08 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 4",1,1,0,1,0.35,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:59:23 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 5",1,1,0,0,0.05,11,0,152.9897192,-25.44766199,NA
"28/06/2014","12:59:35 PM","claire","Landward - Creek",68,"Quarter 4",4.5,0.7,6,"Stem 8","Leaf 6",1,1,0,1,0.7,1,0,152.9897192,-25.44766199,NA
